CH06,edad2,educ,ingreso_total_familiar,ix_tot,horastrab,CH04,PP07H,PP03C,CAT_OCUP,CH07,informal
1.202992586420552,1.221164373321122,0.06404540393243162,0.7230330753721842,1.8187909306055814,0.5850028849674797,1,1,1,3.0,2.0,0
1.0386425332146807,1.0152932003139636,-0.43817202096346747,-0.9761202595898324,1.8187909306055814,0.11500665358764223,1,0,1,3.0,2.0,1
0.21689226718532417,0.08887292178175168,0.14774830808174813,0.8124621982649218,-0.096744198436467,0.5850028849674797,0,0,1,3.0,3.0,1
-0.687033025446968,-0.7320383805842917,0.31515411638038116,2.5265203870423947,0.5417675112442158,0.11500665358764223,1,1,1,3.0,2.0,0
0.6277674002000024,0.5306381471929453,-0.6055778292621006,0.7379379291876405,-0.096744198436467,0.5850028849674797,1,1,1,3.0,2.0,0
-0.1118078392264184,-0.23365858259612954,-0.019657500216884904,-0.30540183789429953,-1.3737676177978326,-0.766236280249553,1,1,1,3.0,5.0,0
0.3812423203911955,0.2604322326210502,-0.354469116814151,0.7006757946489998,2.4573026402862643,0.11500665358764223,1,1,1,3.0,2.0,0
0.5455923735970668,0.43885391589392064,-0.6055778292621006,-0.23087756881701807,-0.7352559081171498,0.5850028849674797,1,0,1,2.0,1.0,0
-0.5226829722410966,-0.5982221181296389,-0.019657500216884904,-0.23087756881701807,-1.3737676177978326,0.702501942812439,1,1,1,3.0,3.0,0
-1.1800831850645819,-1.0923129333468187,-0.10336040436620142,-0.9761202595898324,-0.7352559081171498,-0.35498957779219525,1,1,1,3.0,1.0,0
-0.19398286582935406,-0.3100024759196174,-0.6055778292621006,0.07414653830284093,1.1802792209248987,-1.8237278008541873,0,0,1,2.0,5.0,0
0.052542213979452884,-0.0758240166239749,-0.7729836375607335,0.052314653676651335,-0.096744198436467,1.2312477031147562,1,0,1,2.0,3.0,0
-1.1800831850645819,-1.0923129333468187,-0.10336040436620142,-0.3799261069715809,-1.3737676177978326,0.5850028849674797,1,0,1,2.0,5.0,0
-0.35833291903522535,-0.4575434832414141,0.14774830808174813,-0.9761202595898324,-0.096744198436467,0.35000476927756097,1,0,1,2.0,2.0,0
0.21689226718532417,0.08887292178175168,0.31515411638038116,-0.9761202595898324,3.0958143499669473,0.5850028849674797,1,1,1,3.0,2.0,0
-1.5087832914763244,-1.298184106353977,-0.10336040436620142,-0.32394347604072715,-0.096744198436467,0.2325057114326016,0,0,0,3.0,1.0,1
-1.1800831850645819,-1.0923129333468187,0.14774830808174813,0.5516272564944369,-0.7352559081171498,0.5850028849674797,1,1,1,3.0,1.0,0
-0.2761578924322897,-0.38463077613471225,0.06404540393243162,1.2309159691338571,0.5417675112442158,1.289997232037236,1,1,1,3.0,1.0,0
0.3812423203911955,0.2604322326210502,-0.10336040436620142,-0.6034989142034252,-1.3737676177978326,-0.4724886356371546,1,0,1,2.0,5.0,0
1.9425678258469727,2.2325065107187867,-0.6055778292621006,0.5733644952988983,-0.7352559081171498,-0.4724886356371546,1,0,1,3.0,2.0,1
-0.35833291903522535,-0.4575434832414141,0.31515411638038116,1.334132081805892,-0.7352559081171498,1.5249953477271547,0,0,0,3.0,3.0,1
1.0386425332146807,1.0152932003139636,-0.6055778292621006,-0.14197458726396597,-0.096744198436467,-0.4724886356371546,0,0,1,3.0,4.0,1
-0.687033025446968,-0.7320383805842917,0.14774830808174813,-0.4827695982982293,-0.096744198436467,-0.4724886356371546,0,0,1,3.0,3.0,1
0.956467506611745,0.9149310034729741,-0.6055778292621006,-0.6854756101884348,-0.7352559081171498,-1.882477329776667,0,0,1,3.0,5.0,1
-0.5226829722410966,-0.5982221181296389,-0.6055778292621006,-0.4000476596224469,3.0958143499669473,0.11500665358764223,1,0,1,3.0,2.0,1
1.202992586420552,1.221164373321122,-0.354469116814151,0.619910118036496,0.5417675112442158,1.0549991163473171,0,0,1,2.0,3.0,0
-1.2622582116675174,-1.1463541162611977,-0.43817202096346747,-0.41122629998403915,1.1802792209248987,-1.706228743009228,0,0,1,3.0,5.0,1
0.052542213979452884,-0.0758240166239749,-0.6055778292621006,0.3550322346685685,3.7343260596476298,-2.234974503311545,1,1,0,3.0,2.0,0
2.764318091876329,3.5192013420135253,-0.10336040436620142,-0.9761202595898324,-1.3737676177978326,-1.35373156947435,0,0,1,2.0,3.0,0
0.052542213979452884,-0.0758240166239749,-0.354469116814151,-0.3843975631162178,-0.096744198436467,-0.35498957779219525,0,1,0,3.0,2.0,0
-1.1800831850645819,-1.0923129333468187,0.14774830808174813,-0.3426639724329402,-0.096744198436467,-0.11999146210227651,0,1,1,3.0,3.0,0
-0.2761578924322897,-0.38463077613471225,0.31515411638038116,3.122714539660646,0.5417675112442158,0.11500665358764223,0,1,1,3.0,2.0,0
-0.440507945638161,-0.528740597239723,-0.10336040436620142,-0.3799261069715809,0.5417675112442158,0.11500665358764223,0,1,1,3.0,5.0,0
