CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,CH14,CH15_COD,CH16_COD,PP03C,PP04B_COD,PP06H,PP07A,AÑO,CAT_OCUP,PP07H,informal,EMPLEO,edad2,CH12,CH13,educ,ingreso_total_familiar,horastrab,ix_tot
1.0,39.0,5.0,4.0,2.0,1.0,0.0,142.85714285714286,,,,1.0,6003.0,0.0,0.0,2005,2.0,0.0,0,,1521.0,2.0,1.0,6.0,949040.0,21.0,7
1.0,33.0,2.0,1.0,4.0,1.0,0.0,142.85714285714286,,,,1.0,5307.0,0.0,6.0,2005,3.0,1.0,0,,1089.0,4.0,1.0,,949040.0,,7
2.0,51.0,3.0,4.0,2.0,1.0,0.0,50.0,,,,1.0,1800.0,0.0,0.0,2005,2.0,0.0,0,,2601.0,2.0,1.0,6.0,189808.0,,4
1.0,51.0,2.0,4.0,4.0,1.0,0.0,250.0,,,,1.0,5503.0,0.0,0.0,2005,2.0,0.0,0,,2601.0,4.0,1.0,,949040.0,56.0,4
2.0,51.0,2.0,4.0,3.0,1.0,0.0,250.0,3.0,,,1.0,5503.0,0.0,0.0,2005,4.0,0.0,1,,2601.0,4.0,2.0,,949040.0,,4
1.0,21.0,5.0,4.0,5.0,1.0,0.0,250.0,1.0,,,1.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,441.0,7.0,2.0,13.0,949040.0,,4
1.0,45.0,2.0,4.0,4.0,1.0,0.0,111.875,,,,1.0,5503.0,0.0,5.0,2005,3.0,2.0,1,,2025.0,4.0,1.0,,849390.7999999999,24.0,8
2.0,42.0,2.0,4.0,4.0,1.0,0.0,111.875,,,,1.0,5307.0,0.0,0.0,2005,2.0,0.0,0,,1764.0,4.0,1.0,,849390.7999999999,,8
2.0,26.0,3.0,4.0,3.0,1.0,0.0,50.0,4.0,,,1.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,676.0,4.0,2.0,,237260.0,20.0,5
1.0,52.0,2.0,1.0,6.0,1.0,0.0,667.5,,,,1.0,9204.0,0.0,3.0,2005,3.0,2.0,1,,2704.0,6.0,1.0,15.0,2533936.8,21.0,4
2.0,52.0,2.0,1.0,6.0,1.0,0.0,667.5,,,,1.0,8001.0,0.0,5.0,2005,3.0,1.0,0,,2704.0,6.0,1.0,15.0,2533936.8,,4
1.0,34.0,5.0,1.0,5.0,1.0,0.0,667.5,0.0,,,1.0,8002.0,0.0,6.0,2005,3.0,1.0,0,,1156.0,7.0,2.0,12.0,2533936.8,,4
1.0,40.0,2.0,4.0,2.0,1.0,0.0,200.0,,,,1.0,5303.0,0.0,4.0,2005,3.0,2.0,1,,1600.0,2.0,1.0,6.0,1138848.0,70.0,6
1.0,55.0,2.0,1.0,5.0,1.0,0.0,950.0,2.0,,,2.0,7502.0,0.0,6.0,2005,3.0,1.0,0,,3025.0,7.0,2.0,14.0,1803176.0,59.0,2
1.0,61.0,2.0,1.0,1.0,1.0,0.0,250.0,3.0,,,1.0,1505.0,0.0,5.0,2005,3.0,1.0,0,,3721.0,2.0,2.0,3.0,474520.0,44.0,2
1.0,46.0,2.0,1.0,3.0,1.0,0.0,150.0,0.0,,,1.0,6004.0,0.0,6.0,2005,3.0,1.0,0,,2116.0,4.0,2.0,,569424.0,72.0,4
2.0,46.0,3.0,4.0,2.0,1.0,0.0,273.3333333333333,,,,2.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,2116.0,2.0,1.0,6.0,778212.7999999999,55.0,3
1.0,27.0,1.0,4.0,2.0,1.0,0.0,273.3333333333333,,,,1.0,1504.0,0.0,2.0,2005,3.0,2.0,1,,729.0,2.0,1.0,6.0,778212.7999999999,,3
1.0,57.0,2.0,4.0,2.0,1.0,0.0,262.0,,,,1.0,4500.0,0.0,0.0,2005,2.0,0.0,0,,3249.0,2.0,1.0,6.0,994593.9199999999,32.0,4
2.0,55.0,2.0,4.0,2.0,1.0,0.0,262.0,,,,2.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,3025.0,2.0,1.0,6.0,994593.9199999999,,4
1.0,26.0,5.0,4.0,2.0,1.0,0.0,262.0,,,,1.0,4500.0,0.0,0.0,2005,2.0,0.0,0,,676.0,2.0,1.0,6.0,994593.9199999999,,4
1.0,17.0,5.0,4.0,2.0,1.0,0.0,262.0,,,,1.0,5002.0,0.0,1.0,2005,3.0,2.0,1,,289.0,2.0,1.0,6.0,994593.9199999999,,4
1.0,24.0,1.0,4.0,2.0,1.0,0.0,150.0,,202.0,,1.0,2800.0,0.0,2.0,2005,3.0,2.0,1,,576.0,2.0,1.0,6.0,427068.0,60.0,3
1.0,62.0,2.0,1.0,2.0,1.0,0.0,362.5,,,,1.0,6003.0,0.0,0.0,2005,2.0,0.0,0,,3844.0,2.0,1.0,6.0,1376108.0,22.0,4
1.0,38.0,2.0,1.0,4.0,1.0,0.0,362.5,,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,1444.0,4.0,1.0,,1376108.0,,4
1.0,21.0,1.0,4.0,3.0,1.0,0.0,213.33333333333334,3.0,,,1.0,3601.0,0.0,4.0,2005,3.0,2.0,1,,441.0,4.0,2.0,,607385.6,50.0,3
1.0,48.0,2.0,1.0,2.0,1.0,0.0,304.0,,,,2.0,9204.0,0.0,5.0,2005,3.0,1.0,0,,2304.0,2.0,1.0,6.0,865524.48,66.0,3
2.0,44.0,2.0,1.0,2.0,1.0,0.0,304.0,,,,1.0,5306.0,0.0,0.0,2005,2.0,0.0,0,,1936.0,2.0,1.0,6.0,865524.48,,3
2.0,21.0,5.0,1.0,3.0,1.0,0.0,304.0,1.0,,,1.0,5306.0,0.0,0.0,2005,4.0,0.0,1,,441.0,4.0,2.0,,865524.48,,3
1.0,38.0,1.0,1.0,2.0,1.0,0.0,320.0,,,,1.0,6004.0,0.0,6.0,2005,3.0,1.0,0,,1444.0,2.0,1.0,6.0,911078.3999999999,,3
2.0,46.0,1.0,4.0,2.0,1.0,0.0,320.0,,,,1.0,5306.0,0.0,1.0,2005,3.0,2.0,1,,2116.0,2.0,1.0,6.0,911078.3999999999,,3
2.0,59.0,4.0,1.0,3.0,1.0,0.0,350.0,3.0,,,1.0,7502.0,0.0,6.0,2005,3.0,1.0,0,,3481.0,4.0,2.0,,1992984.0,72.0,6
2.0,34.0,3.0,1.0,3.0,1.0,0.0,350.0,2.0,,,1.0,7502.0,0.0,5.0,2005,3.0,1.0,0,,1156.0,4.0,2.0,,1992984.0,,6
1.0,33.0,3.0,4.0,5.0,1.0,0.0,306.6666666666667,3.0,,,1.0,2200.0,0.0,6.0,2005,3.0,1.0,0,,1089.0,7.0,2.0,15.0,873116.7999999999,,3
1.0,30.0,1.0,4.0,2.0,1.0,0.0,70.0,,74.0,74.0,1.0,5306.0,0.0,0.0,2005,2.0,0.0,0,,900.0,2.0,1.0,6.0,332164.0,48.0,5
2.0,31.0,1.0,4.0,3.0,1.0,0.0,70.0,4.0,,,1.0,5306.0,0.0,0.0,2005,4.0,0.0,1,,961.0,4.0,2.0,,332164.0,,5
2.0,27.0,2.0,1.0,5.0,1.0,0.0,709.0,2.0,,,2.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,729.0,7.0,2.0,14.0,2691477.44,60.0,4
1.0,26.0,2.0,1.0,5.0,1.0,0.0,709.0,0.0,6.0,,2.0,5303.0,0.0,5.0,2005,3.0,1.0,0,,676.0,7.0,2.0,12.0,2691477.44,,4
1.0,28.0,2.0,1.0,4.0,1.0,0.0,830.0,,70.0,,1.0,5303.0,0.0,5.0,2005,3.0,1.0,0,,784.0,4.0,1.0,,2363109.6,48.0,3
2.0,33.0,2.0,1.0,6.0,1.0,0.0,830.0,,,,2.0,7502.0,0.0,4.0,2005,3.0,1.0,0,,1089.0,7.0,1.0,17.0,2363109.6,,3
1.0,38.0,1.0,1.0,3.0,1.0,0.0,486.6666666666667,4.0,,,1.0,7501.0,0.0,5.0,2005,3.0,1.0,0,,1444.0,4.0,2.0,,1385598.4,105.0,3
2.0,32.0,1.0,1.0,5.0,1.0,0.0,486.6666666666667,0.0,,,1.0,7501.0,0.0,5.0,2005,3.0,1.0,0,,1024.0,7.0,2.0,12.0,1385598.4,,3
1.0,54.0,5.0,1.0,6.0,1.0,0.0,2000.0,,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,2916.0,7.0,1.0,17.0,1898080.0,50.0,1
1.0,39.0,2.0,1.0,6.0,1.0,0.0,2333.3333333333335,,6.0,,1.0,1400.0,0.0,6.0,2005,3.0,1.0,0,,1521.0,7.0,1.0,17.0,6643280.0,50.0,3
1.0,32.0,2.0,1.0,3.0,1.0,0.0,225.0,3.0,,,0.0,6004.0,0.0,6.0,2005,3.0,1.0,0,,1024.0,4.0,2.0,,854136.0,0.0,4
1.0,54.0,3.0,1.0,5.0,1.0,0.0,704.0,0.0,,,2.0,8004.0,0.0,5.0,2005,3.0,1.0,0,,2916.0,7.0,2.0,12.0,1336248.3199999998,,2
2.0,24.0,5.0,1.0,4.0,1.0,0.0,404.54545454545456,,,,1.0,5303.0,0.0,5.0,2005,3.0,1.0,0,,576.0,4.0,1.0,,4223228.0,,11
2.0,22.0,1.0,4.0,6.0,1.0,0.0,404.54545454545456,,,,1.0,3601.0,0.0,5.0,2005,3.0,2.0,1,,484.0,6.0,1.0,15.0,4223228.0,,11
2.0,23.0,1.0,4.0,3.0,1.0,0.0,404.54545454545456,2.0,,,1.0,5303.0,0.0,5.0,2005,3.0,2.0,1,,529.0,4.0,2.0,,4223228.0,,11
1.0,24.0,1.0,4.0,3.0,1.0,0.0,404.54545454545456,2.0,,,1.0,5303.0,0.0,5.0,2005,3.0,2.0,1,,576.0,4.0,2.0,,4223228.0,,11
2.0,25.0,2.0,1.0,4.0,1.0,0.0,404.54545454545456,,,,1.0,1505.0,0.0,5.0,2005,3.0,2.0,1,,625.0,4.0,1.0,,4223228.0,,11
1.0,24.0,2.0,1.0,3.0,1.0,0.0,404.54545454545456,4.0,,,1.0,5306.0,0.0,5.0,2005,3.0,1.0,0,,576.0,4.0,2.0,,4223228.0,,11
1.0,48.0,1.0,4.0,2.0,1.0,0.0,73.0,,,,1.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,2304.0,2.0,1.0,6.0,346399.6,25.0,5
2.0,44.0,1.0,1.0,4.0,1.0,0.0,73.0,,,,2.0,8002.0,0.0,2.0,2005,3.0,1.0,0,,1936.0,4.0,1.0,,346399.6,,5
1.0,27.0,2.0,1.0,3.0,1.0,0.0,300.0,3.0,,,1.0,5305.0,0.0,6.0,2005,3.0,1.0,0,,729.0,4.0,2.0,,854136.0,60.0,3
2.0,55.0,4.0,1.0,2.0,1.0,0.0,424.6666666666667,,,,1.0,8009.0,0.0,6.0,2005,3.0,1.0,0,,3025.0,2.0,1.0,6.0,1209076.96,32.0,3
1.0,32.0,3.0,1.0,3.0,1.0,0.0,424.6666666666667,1.0,,,1.0,7405.0,0.0,5.0,2005,3.0,1.0,0,,1024.0,4.0,2.0,,1209076.96,,3
1.0,28.0,5.0,4.0,2.0,1.0,0.0,350.0,,,,1.0,5306.0,0.0,6.0,2005,3.0,2.0,1,,784.0,2.0,1.0,6.0,332164.0,23.0,1
1.0,44.0,2.0,1.0,4.0,1.0,0.0,337.5,,,,1.0,2601.0,0.0,5.0,2005,3.0,1.0,0,,1936.0,4.0,1.0,,1281204.0,43.0,4
2.0,38.0,2.0,1.0,6.0,1.0,0.0,337.5,,,,1.0,8001.0,0.0,6.0,2005,3.0,1.0,0,,1444.0,6.0,1.0,15.0,1281204.0,,4
1.0,44.0,2.0,4.0,2.0,1.0,0.0,75.0,,,,1.0,4500.0,2.0,0.0,2005,2.0,0.0,0,,1936.0,2.0,1.0,6.0,427068.0,40.0,6
1.0,47.0,2.0,12.0,4.0,1.0,0.0,556.6666666666666,,46.0,,1.0,1505.0,0.0,6.0,2005,3.0,1.0,0,,2209.0,4.0,1.0,,1584896.8,40.0,3
2.0,53.0,2.0,12.0,5.0,1.0,0.0,556.6666666666666,2.0,,,0.0,8001.0,0.0,5.0,2005,3.0,1.0,0,,2809.0,6.0,2.0,14.0,1584896.8,,3
2.0,55.0,3.0,1.0,4.0,1.0,0.0,475.0,,,,1.0,8001.0,0.0,6.0,2005,3.0,1.0,0,,3025.0,4.0,1.0,,1803176.0,,4
2.0,26.0,5.0,1.0,5.0,1.0,0.0,475.0,4.0,,,1.0,7401.0,0.0,3.0,2005,3.0,2.0,1,,676.0,7.0,2.0,16.0,1803176.0,,4
1.0,49.0,2.0,1.0,3.0,1.0,0.0,331.25,1.0,,,1.0,6004.0,0.0,6.0,2005,3.0,1.0,0,,2401.0,4.0,2.0,,2514956.0,58.0,8
1.0,51.0,5.0,1.0,2.0,1.0,0.0,331.25,,,,1.0,3100.0,2.0,0.0,2005,2.0,0.0,0,,2601.0,2.0,1.0,6.0,2514956.0,,8
1.0,26.0,2.0,1.0,4.0,1.0,0.0,331.25,,,,1.0,7405.0,0.0,4.0,2005,3.0,1.0,0,,676.0,4.0,1.0,,2514956.0,,8
2.0,39.0,3.0,4.0,4.0,1.0,0.0,204.28571428571428,,,,2.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,1521.0,4.0,1.0,,1357127.2,50.0,7
2.0,21.0,5.0,4.0,5.0,1.0,0.0,204.28571428571428,0.0,,,1.0,6402.0,0.0,4.0,2005,3.0,2.0,1,,441.0,6.0,2.0,12.0,1357127.2,,7
2.0,19.0,5.0,4.0,5.0,1.0,0.0,204.28571428571428,0.0,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,361.0,6.0,2.0,12.0,1357127.2,,7
1.0,22.0,5.0,4.0,2.0,1.0,0.0,204.28571428571428,,,,1.0,2000.0,0.0,1.0,2005,3.0,2.0,1,,484.0,2.0,1.0,6.0,1357127.2,,7
1.0,57.0,2.0,4.0,1.0,1.0,0.0,143.75,3.0,202.0,,1.0,5303.0,0.0,6.0,2005,3.0,2.0,1,,3249.0,2.0,2.0,3.0,1091396.0,48.0,8
1.0,26.0,5.0,4.0,4.0,1.0,0.0,143.75,,,,1.0,5002.0,0.0,0.0,2005,2.0,0.0,0,,676.0,4.0,1.0,,1091396.0,,8
2.0,28.0,3.0,4.0,4.0,1.0,0.0,143.75,,,,1.0,5303.0,0.0,3.0,2005,3.0,2.0,1,,784.0,4.0,1.0,,1091396.0,,8
1.0,39.0,2.0,1.0,2.0,1.0,0.0,104.0,,,,1.0,104.0,0.0,6.0,2005,3.0,1.0,0,,1521.0,2.0,1.0,6.0,493500.8,31.0,5
2.0,39.0,2.0,1.0,4.0,1.0,0.0,104.0,,,,2.0,5310.0,0.0,5.0,2005,3.0,2.0,1,,1521.0,4.0,1.0,,493500.8,,5
1.0,70.0,3.0,1.0,4.0,1.0,0.0,1200.0,,,,0.0,9101.0,0.0,5.0,2005,3.0,2.0,1,,4900.0,4.0,1.0,,1138848.0,0.0,1
2.0,37.0,2.0,1.0,5.0,1.0,0.0,275.0,99.0,,,1.0,60.0,0.0,6.0,2005,3.0,1.0,0,,1369.0,6.0,2.0,,1043944.0,60.0,4
1.0,68.0,2.0,4.0,1.0,1.0,0.0,50.0,4.0,70.0,,1.0,5311.0,0.0,0.0,2005,2.0,0.0,0,,4624.0,2.0,2.0,4.0,94904.0,48.0,2
1.0,48.0,2.0,4.0,2.0,1.0,0.0,42.857142857142854,,,,1.0,5310.0,0.0,0.0,2005,2.0,0.0,0,,2304.0,2.0,1.0,6.0,284712.0,42.0,7
2.0,38.0,2.0,4.0,2.0,1.0,0.0,42.857142857142854,,,,1.0,5310.0,0.0,0.0,2005,4.0,0.0,1,,1444.0,2.0,1.0,6.0,284712.0,,7
1.0,43.0,2.0,1.0,3.0,1.0,0.0,375.0,3.0,,,1.0,5306.0,0.0,5.0,2005,3.0,2.0,1,,1849.0,4.0,2.0,,1423560.0,,4
2.0,29.0,2.0,1.0,2.0,1.0,0.0,375.0,,,,1.0,9302.0,0.0,1.0,2005,3.0,2.0,1,,841.0,2.0,1.0,6.0,1423560.0,,4
1.0,37.0,2.0,1.0,4.0,1.0,0.0,290.5,,,,1.0,6004.0,0.0,5.0,2005,3.0,1.0,0,,1369.0,4.0,1.0,,1102784.48,60.0,4
2.0,34.0,2.0,1.0,3.0,1.0,0.0,290.5,3.0,,,2.0,5310.0,0.0,5.0,2005,3.0,2.0,1,,1156.0,4.0,2.0,,1102784.48,,4
1.0,38.0,2.0,4.0,4.0,1.0,0.0,116.66666666666667,,,,2.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,1444.0,4.0,1.0,,332164.0,,3
1.0,30.0,1.0,1.0,3.0,1.0,0.0,213.33333333333334,2.0,,,1.0,7501.0,0.0,3.0,2005,3.0,1.0,0,,900.0,4.0,2.0,,607385.6,40.0,3
2.0,26.0,1.0,1.0,4.0,1.0,0.0,213.33333333333334,,,,2.0,5307.0,0.0,0.0,2005,2.0,0.0,0,,676.0,4.0,1.0,,607385.6,,3
1.0,34.0,2.0,4.0,4.0,1.0,0.0,148.0,,202.0,,1.0,4500.0,0.0,0.0,2005,2.0,0.0,0,,1156.0,4.0,1.0,,702289.6,16.0,5
2.0,28.0,2.0,4.0,4.0,1.0,0.0,148.0,,,,1.0,5304.0,0.0,5.0,2005,3.0,2.0,1,,784.0,4.0,1.0,,702289.6,,5
1.0,64.0,2.0,1.0,2.0,1.0,0.0,549.375,,,,1.0,7409.0,0.0,6.0,2005,3.0,1.0,0,,4096.0,2.0,1.0,6.0,4171030.8,28.0,8
2.0,62.0,2.0,1.0,1.0,1.0,0.0,549.375,2.0,,,1.0,7503.0,0.0,6.0,2005,3.0,1.0,0,,3844.0,2.0,2.0,2.0,4171030.8,,8
1.0,29.0,1.0,1.0,4.0,1.0,0.0,549.375,,,,1.0,7409.0,0.0,6.0,2005,3.0,1.0,0,,841.0,4.0,1.0,,4171030.8,,8
2.0,30.0,1.0,1.0,4.0,1.0,0.0,549.375,,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,900.0,4.0,1.0,,4171030.8,,8
1.0,33.0,5.0,1.0,5.0,1.0,0.0,750.0,3.0,6.0,,1.0,5306.0,0.0,6.0,2005,3.0,2.0,1,,1089.0,7.0,2.0,15.0,1423560.0,,2
1.0,31.0,2.0,4.0,3.0,1.0,0.0,230.0,2.0,,,1.0,5303.0,0.0,5.0,2005,3.0,2.0,1,,961.0,4.0,2.0,,654837.6,56.0,3
2.0,29.0,2.0,4.0,4.0,1.0,0.0,230.0,,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,841.0,4.0,1.0,,654837.6,,3
1.0,25.0,1.0,4.0,3.0,1.0,0.0,335.5,4.0,,,1.0,5303.0,0.0,0.0,2005,2.0,0.0,0,,625.0,4.0,2.0,,1273611.68,66.0,4
2.0,22.0,1.0,4.0,5.0,1.0,0.0,335.5,2.0,,,1.0,5306.0,0.0,4.0,2005,3.0,1.0,0,,484.0,6.0,2.0,14.0,1273611.68,,4
1.0,30.0,2.0,4.0,6.0,1.0,0.0,50.0,,,,1.0,5306.0,0.0,0.0,2005,2.0,0.0,0,,900.0,7.0,1.0,17.0,189808.0,46.0,4
2.0,30.0,2.0,2.0,6.0,1.0,0.0,50.0,,,,1.0,5306.0,0.0,0.0,2005,4.0,0.0,1,,900.0,7.0,1.0,17.0,189808.0,,4
2.0,39.0,3.0,4.0,5.0,1.0,0.0,75.0,1.0,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,1521.0,6.0,2.0,13.0,284712.0,19.0,4
1.0,57.0,2.0,4.0,7.0,1.0,0.0,93.33333333333333,,70.0,,1.0,4500.0,0.0,1.0,2005,3.0,2.0,1,,3249.0,0.0,0.0,,531462.4,60.0,6
2.0,57.0,2.0,4.0,1.0,1.0,0.0,93.33333333333333,1.0,70.0,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,3249.0,2.0,2.0,1.0,531462.4,,6
2.0,34.0,3.0,4.0,4.0,1.0,0.0,93.33333333333333,,70.0,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,1156.0,4.0,1.0,,531462.4,,6
2.0,28.0,5.0,1.0,5.0,1.0,0.0,640.0,2.0,,,1.0,5501.0,0.0,5.0,2005,3.0,1.0,0,,784.0,7.0,2.0,14.0,3036928.0,,5
1.0,38.0,1.0,4.0,2.0,1.0,0.0,217.25,,,,2.0,5503.0,0.0,4.0,2005,3.0,2.0,1,,1444.0,2.0,1.0,6.0,824715.76,55.0,4
1.0,35.0,1.0,4.0,4.0,1.0,0.0,833.3333333333334,,,,1.0,5001.0,2.0,0.0,2005,2.0,0.0,0,,1225.0,4.0,1.0,,2372600.0,55.0,3
2.0,23.0,1.0,1.0,4.0,1.0,0.0,833.3333333333334,,,,1.0,5304.0,0.0,5.0,2005,3.0,1.0,0,,529.0,4.0,1.0,,2372600.0,,3
1.0,63.0,2.0,1.0,4.0,1.0,0.0,900.0,,,,1.0,2302.0,0.0,6.0,2005,3.0,1.0,0,,3969.0,4.0,1.0,,1708272.0,44.0,2
1.0,37.0,2.0,1.0,2.0,1.0,0.0,95.83333333333333,,,,0.0,5307.0,0.0,5.0,2005,3.0,1.0,0,,1369.0,2.0,1.0,6.0,545698.0,0.0,6
2.0,49.0,3.0,4.0,5.0,1.0,0.0,452.5,1.0,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,2401.0,6.0,2.0,13.0,1717762.4,,4
2.0,24.0,1.0,1.0,4.0,1.0,0.0,452.5,,,,1.0,5307.0,0.0,6.0,2005,3.0,1.0,0,,576.0,4.0,1.0,,1717762.4,,4
1.0,29.0,1.0,4.0,5.0,1.0,0.0,452.5,3.0,14.0,46.0,1.0,1504.0,0.0,1.0,2005,3.0,2.0,1,,841.0,6.0,2.0,15.0,1717762.4,,4
2.0,37.0,5.0,1.0,5.0,1.0,0.0,140.0,4.0,,,1.0,4100.0,0.0,6.0,2005,3.0,1.0,0,,1369.0,7.0,2.0,16.0,265731.2,,2
1.0,53.0,2.0,4.0,4.0,1.0,0.0,375.0,,,,1.0,6003.0,0.0,0.0,2005,1.0,0.0,0,,2809.0,4.0,1.0,,1423560.0,90.0,4
1.0,38.0,2.0,4.0,3.0,1.0,0.0,210.0,2.0,208.0,,1.0,4500.0,0.0,0.0,2005,2.0,0.0,0,,1444.0,4.0,2.0,,597895.2,27.0,3
2.0,33.0,2.0,4.0,3.0,1.0,0.0,210.0,3.0,208.0,,1.0,5307.0,0.0,0.0,2005,2.0,0.0,0,,1089.0,4.0,2.0,,597895.2,,3
2.0,37.0,3.0,1.0,3.0,1.0,0.0,400.0,2.0,,,1.0,5503.0,0.0,6.0,2005,3.0,1.0,0,,1369.0,4.0,2.0,,1138848.0,48.0,3
1.0,17.0,5.0,1.0,3.0,1.0,0.0,400.0,2.0,,,1.0,4500.0,0.0,2.0,2005,3.0,2.0,1,,289.0,4.0,2.0,,1138848.0,,3
1.0,23.0,5.0,1.0,5.0,1.0,0.0,433.3333333333333,2.0,,,1.0,5306.0,0.0,5.0,2005,3.0,1.0,0,,529.0,6.0,2.0,14.0,1233752.0,,3
1.0,39.0,2.0,1.0,5.0,1.0,0.0,220.0,5.0,,,1.0,1100.0,0.0,5.0,2005,3.0,1.0,0,,1521.0,7.0,2.0,17.0,1043944.0,60.0,5
1.0,33.0,1.0,4.0,2.0,1.0,0.0,68.75,,70.0,,1.0,4500.0,0.0,2.0,2005,3.0,2.0,1,,1089.0,2.0,1.0,6.0,521972.0,44.0,8
2.0,32.0,1.0,4.0,2.0,1.0,0.0,68.75,,,,1.0,8503.0,0.0,5.0,2005,3.0,2.0,1,,1024.0,2.0,1.0,6.0,521972.0,,8
2.0,60.0,2.0,1.0,3.0,1.0,0.0,303.125,3.0,70.0,,1.0,1504.0,0.0,0.0,2005,2.0,0.0,0,,3600.0,4.0,2.0,,2301422.0,,8
1.0,22.0,5.0,1.0,4.0,1.0,0.0,303.125,,58.0,,1.0,5303.0,0.0,5.0,2005,3.0,1.0,0,,484.0,4.0,1.0,,2301422.0,,8
2.0,52.0,3.0,4.0,2.0,1.0,0.0,293.3333333333333,,,,2.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,2704.0,2.0,1.0,6.0,835155.2,55.0,3
1.0,38.0,2.0,4.0,3.0,1.0,0.0,90.0,2.0,,,1.0,5306.0,0.0,0.0,2005,2.0,0.0,0,,1444.0,4.0,2.0,,597895.2,47.0,7
1.0,18.0,5.0,4.0,4.0,1.0,0.0,90.0,,,,1.0,3700.0,0.0,5.0,2005,3.0,2.0,1,,324.0,4.0,1.0,,597895.2,,7
1.0,59.0,1.0,1.0,3.0,1.0,0.0,333.3333333333333,4.0,,,1.0,6004.0,0.0,5.0,2005,3.0,1.0,0,,3481.0,4.0,2.0,,949040.0,52.0,3
1.0,21.0,5.0,1.0,2.0,1.0,0.0,400.0,,,,1.0,5305.0,0.0,4.0,2005,3.0,1.0,0,,441.0,2.0,1.0,6.0,1518464.0,,4
1.0,62.0,2.0,1.0,5.0,1.0,0.0,975.0,5.0,,,1.0,4500.0,0.0,6.0,2005,3.0,1.0,0,,3844.0,7.0,2.0,17.0,3701256.0,60.0,4
2.0,48.0,2.0,1.0,4.0,1.0,0.0,975.0,,,,1.0,4500.0,0.0,6.0,2005,3.0,1.0,0,,2304.0,4.0,1.0,,3701256.0,,4
1.0,30.0,2.0,1.0,6.0,1.0,0.0,500.0,2.0,,,1.0,5005.0,0.0,5.0,2005,3.0,1.0,0,,900.0,8.0,2.0,19.0,1423560.0,60.0,3
2.0,28.0,2.0,1.0,6.0,1.0,0.0,500.0,,,,1.0,8003.0,0.0,5.0,2005,3.0,1.0,0,,784.0,8.0,1.0,19.0,1423560.0,,3
2.0,45.0,3.0,1.0,6.0,1.0,0.0,450.0,,,,1.0,8001.0,0.0,2.0,2005,3.0,1.0,0,,2025.0,6.0,1.0,15.0,854136.0,23.0,2
2.0,35.0,5.0,4.0,3.0,1.0,0.0,75.0,4.0,,,1.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,1225.0,4.0,2.0,,284712.0,20.0,4
1.0,31.0,2.0,1.0,2.0,1.0,0.0,71.42857142857143,,202.0,,1.0,4500.0,0.0,4.0,2005,3.0,1.0,0,,961.0,2.0,1.0,6.0,474520.0,60.0,7
1.0,36.0,2.0,2.0,6.0,1.0,0.0,1000.0,,,,1.0,6500.0,0.0,3.0,2005,3.0,1.0,0,,1296.0,8.0,1.0,19.0,2847120.0,45.0,3
2.0,35.0,2.0,2.0,6.0,1.0,0.0,1000.0,,,,1.0,7501.0,0.0,5.0,2005,3.0,1.0,0,,1225.0,8.0,1.0,19.0,2847120.0,,3
2.0,45.0,5.0,1.0,4.0,1.0,0.0,1200.0,,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,2025.0,4.0,1.0,,1138848.0,39.0,1
2.0,48.0,3.0,1.0,1.0,1.0,0.0,150.0,4.0,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,2304.0,2.0,2.0,4.0,569424.0,8.0,4
1.0,26.0,5.0,4.0,2.0,1.0,0.0,150.0,,,,1.0,5303.0,0.0,2.0,2005,3.0,2.0,1,,676.0,2.0,1.0,6.0,569424.0,,4
2.0,65.0,2.0,1.0,1.0,1.0,0.0,236.0,2.0,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,4225.0,2.0,2.0,2.0,1119867.2,,5
1.0,25.0,5.0,1.0,6.0,1.0,0.0,236.0,,,,1.0,7502.0,0.0,5.0,2005,3.0,1.0,0,,625.0,6.0,1.0,15.0,1119867.2,,5
1.0,30.0,2.0,1.0,3.0,1.0,0.0,696.25,2.0,,,1.0,1505.0,0.0,6.0,2005,3.0,1.0,0,,900.0,4.0,2.0,,2643076.4,44.0,4
